CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_AvgScore,TotalOrders,TotalItemsBought,AvgOrderValue,CustomerLifespanDays,Churned,Cluster,Segment
15086,United Kingdom,564,2,218.53,5,2,1,2.6666666666666665,2,95,19.87,61,1,2,Hibernating
12702,Germany,19,1,219.0,2,1,1,1.3333333333333333,1,53,18.25,0,0,0,Loyal Regulars
14271,United Kingdom,225,2,219.13,4,2,1,2.3333333333333335,2,149,5.62,184,1,0,Loyal Regulars
12799,Japan,529,1,219.35,5,2,1,2.6666666666666665,1,137,14.62,0,1,2,Hibernating
15096,United Kingdom,42,1,219.39,2,1,1,1.3333333333333333,1,120,19.94,0,0,0,Loyal Regulars
14074,United Kingdom,623,1,219.4,5,2,1,2.6666666666666665,1,228,36.57,0,1,2,Hibernating
13992,United Kingdom,30,3,219.5,2,3,1,2.0,3,154,19.95,433,0,0,Loyal Regulars
13454,United Kingdom,641,1,219.87,5,2,1,2.6666666666666665,1,198,9.56,0,1,2,Hibernating
18114,United Kingdom,290,1,220.1,4,1,1,2.0,1,55,7.86,0,1,2,Hibernating
18007,United Kingdom,392,1,220.32,4,1,1,2.0,1,252,4.32,0,1,2,Hibernating
13033,United Kingdom,357,2,220.55,4,2,1,2.3333333333333335,2,98,16.97,72,1,2,Hibernating
16482,United Kingdom,15,1,220.62,1,1,1,1.0,1,346,12.26,0,0,0,Loyal Regulars
12821,United Kingdom,214,2,220.8,4,2,1,2.3333333333333335,2,162,16.98,397,1,0,Loyal Regulars
15790,United Kingdom,10,1,220.85,1,1,1,1.0,1,114,6.31,0,0,0,Loyal Regulars
13419,United Kingdom,63,1,221.06,3,1,1,1.6666666666666667,1,275,13.82,0,0,0,Loyal Regulars
14960,United Kingdom,8,2,221.27,1,3,1,1.6666666666666667,2,221,8.2,163,0,0,Loyal Regulars
17087,United Kingdom,737,1,221.53,5,2,1,2.6666666666666665,1,113,18.46,0,1,2,Hibernating
14445,United Kingdom,455,1,221.65,5,1,1,2.3333333333333335,1,83,6.93,0,1,2,Hibernating
15788,United Kingdom,508,1,221.83,5,1,1,2.3333333333333335,1,115,15.84,0,1,2,Hibernating
15897,United Kingdom,194,2,222.05,4,2,1,2.3333333333333335,2,261,9.25,0,1,0,Loyal Regulars
12887,United Kingdom,383,1,222.4,4,1,1,2.0,1,100,17.11,0,1,2,Hibernating
18131,United Kingdom,631,1,222.96,5,2,1,2.6666666666666665,1,552,55.74,0,1,2,Hibernating
13926,United Kingdom,23,1,223.85,2,1,1,1.3333333333333333,1,104,20.35,0,0,0,Loyal Regulars
16562,United Kingdom,476,1,223.86,5,1,1,2.3333333333333335,1,264,6.58,0,1,2,Hibernating
14928,United Kingdom,627,1,223.91,5,2,1,2.6666666666666665,1,268,10.66,0,1,2,Hibernating
16753,United Kingdom,58,1,223.92,2,1,1,1.3333333333333333,1,189,6.59,0,0,0,Loyal Regulars
12914,United Kingdom,400,1,223.98,4,1,1,2.0,1,336,24.89,0,1,2,Hibernating
15175,United Kingdom,71,1,224.14,3,1,1,1.6666666666666667,1,454,9.75,0,0,0,Loyal Regulars
16346,United Kingdom,385,1,224.51,4,1,1,2.0,1,289,14.97,0,1,2,Hibernating
16587,United Kingdom,232,1,225.15,4,1,1,2.0,1,71,17.32,0,1,0,Loyal Regulars
16622,United Kingdom,543,1,225.4,5,2,1,2.6666666666666665,1,44,18.78,0,1,2,Hibernating
14357,United Kingdom,43,1,225.77,2,1,1,1.3333333333333333,1,148,5.51,0,0,0,Loyal Regulars
16666,United Kingdom,19,2,225.94,1,3,1,1.6666666666666667,2,367,4.52,602,0,0,Loyal Regulars
14718,United Kingdom,410,1,226.42,5,1,1,2.3333333333333335,1,202,20.58,0,1,2,Hibernating
16540,United Kingdom,414,1,226.7,5,1,1,2.3333333333333335,1,114,6.13,0,1,2,Hibernating
13651,United Kingdom,35,3,226.85,2,3,1,2.0,3,62,16.2,346,0,0,Loyal Regulars
18132,United Kingdom,504,1,226.9,5,1,1,2.3333333333333335,1,216,3.44,0,1,2,Hibernating
18021,United Kingdom,509,2,227.06,5,2,1,2.6666666666666665,2,169,6.88,3,1,2,Hibernating
14363,United Kingdom,402,2,227.47,4,2,1,2.3333333333333335,2,105,28.43,49,1,2,Hibernating
15566,United Kingdom,392,2,227.87,4,2,1,2.3333333333333335,2,153,18.99,332,1,2,Hibernating
16760,United Kingdom,430,1,228.0,5,1,1,2.3333333333333335,1,168,13.41,0,1,2,Hibernating
17066,United Kingdom,726,1,228.34,5,2,1,2.6666666666666665,1,93,12.69,0,1,2,Hibernating
17989,United Kingdom,379,1,228.83,4,1,1,2.0,1,329,6.73,0,1,2,Hibernating
13146,United Kingdom,26,1,228.91,2,1,1,1.3333333333333333,1,154,13.47,0,0,0,Loyal Regulars
17347,United Kingdom,86,1,228.96,3,1,1,1.6666666666666667,1,216,228.96,0,0,0,Loyal Regulars
15273,United Kingdom,599,1,228.96,5,2,1,2.6666666666666665,1,216,228.96,0,1,2,Hibernating
17743,United Kingdom,448,1,229.2,5,1,1,2.3333333333333335,1,96,76.4,0,1,2,Hibernating
15528,United Kingdom,254,1,229.33,4,1,1,2.0,1,123,8.82,0,1,2,Hibernating
17185,United Kingdom,591,3,229.46,5,3,1,3.0,3,119,5.21,7,1,2,Hibernating
14596,United Kingdom,626,1,229.47,5,2,1,2.6666666666666665,1,79,4.03,0,1,2,Hibernating
13403,United Kingdom,17,3,229.5,1,3,1,1.6666666666666667,3,114,25.5,706,0,0,Loyal Regulars
12812,Japan,44,1,229.64,2,1,1,1.3333333333333333,1,164,15.31,0,0,0,Loyal Regulars
14017,United Kingdom,571,1,229.75,5,2,1,2.6666666666666665,1,73,16.41,0,1,2,Hibernating
14314,United Kingdom,106,2,229.8,3,2,1,2.0,2,332,22.98,324,1,0,Loyal Regulars
14069,United Kingdom,514,2,230.06,5,2,1,2.6666666666666665,2,59,5.48,47,1,2,Hibernating
18197,United Kingdom,575,1,230.1,5,2,1,2.6666666666666665,1,166,25.57,0,1,2,Hibernating
13960,United Kingdom,21,2,230.22,2,3,1,2.0,2,142,19.19,50,0,0,Loyal Regulars
17261,United Kingdom,509,1,230.44,5,1,1,2.3333333333333335,1,98,5.01,0,1,2,Hibernating
15866,United Kingdom,101,1,230.53,3,1,1,1.6666666666666667,1,126,5.12,0,1,0,Loyal Regulars
18030,United Kingdom,4,2,230.65,1,3,1,1.6666666666666667,2,67,25.63,38,0,0,Loyal Regulars
15001,United Kingdom,394,2,230.86,4,2,1,2.3333333333333335,2,81,4.28,0,1,2,Hibernating
15487,United Kingdom,679,1,231.32,5,2,1,2.6666666666666665,1,144,16.52,0,1,2,Hibernating
18279,United Kingdom,519,1,231.34,5,1,1,2.3333333333333335,1,630,17.8,0,1,2,Hibernating
17136,United Kingdom,662,1,231.68,5,2,1,2.6666666666666665,1,256,16.55,0,1,2,Hibernating
13619,United Kingdom,544,2,231.69,5,2,1,2.6666666666666665,2,84,4.73,130,1,2,Hibernating
17151,United Kingdom,735,1,231.9,5,2,1,2.6666666666666665,1,42,57.98,0,1,2,Hibernating
16408,United Kingdom,591,1,231.93,5,2,1,2.6666666666666665,1,227,5.15,0,1,2,Hibernating
18213,United Kingdom,236,1,232.48,4,1,1,2.0,1,232,15.5,0,1,0,Loyal Regulars
13678,United Kingdom,151,1,232.6,3,1,1,1.6666666666666667,1,924,14.54,0,1,0,Loyal Regulars
15451,United Kingdom,434,2,233.21,5,2,1,2.6666666666666665,2,79,3.7,165,1,2,Hibernating
16302,United Kingdom,126,1,233.22,3,1,1,1.6666666666666667,1,158,21.2,0,1,0,Loyal Regulars
14995,United Kingdom,38,2,233.23,2,3,1,2.0,2,103,3.82,242,0,0,Loyal Regulars
13129,United Kingdom,452,2,233.25,5,2,1,2.6666666666666665,2,296,21.2,77,1,2,Hibernating
15294,United Kingdom,410,1,233.35,4,1,1,2.0,1,97,15.56,0,1,2,Hibernating
14153,United Kingdom,483,1,233.4,5,1,1,2.3333333333333335,1,312,13.73,0,1,2,Hibernating
13348,United Kingdom,64,1,233.76,3,1,1,1.6666666666666667,1,136,16.7,0,0,0,Loyal Regulars
12736,France,332,1,234.0,4,1,1,2.0,1,173,58.5,0,1,2,Hibernating
13009,United Kingdom,672,1,234.0,5,2,1,2.6666666666666665,1,120,58.5,0,1,2,Hibernating
17060,United Kingdom,266,1,234.24,4,1,1,2.0,1,216,46.85,0,1,2,Hibernating
14473,United Kingdom,74,2,234.34,3,2,1,2.0,2,88,33.48,208,0,0,Loyal Regulars
13114,United Kingdom,730,1,234.38,5,2,1,2.6666666666666665,1,74,14.65,0,1,2,Hibernating
17868,United Kingdom,386,1,234.65,4,1,1,2.0,1,91,12.35,0,1,2,Hibernating
12392,Australia,591,1,234.75,5,2,1,2.6666666666666665,1,73,33.54,0,1,2,Hibernating
17993,United Kingdom,617,1,235.19,5,2,1,2.6666666666666665,1,112,3.67,0,1,2,Hibernating
16046,United Kingdom,562,1,235.78,5,2,1,2.6666666666666665,1,248,10.72,0,1,2,Hibernating
17872,United Kingdom,381,1,235.87,4,1,1,2.0,1,176,15.72,0,1,2,Hibernating
17093,United Kingdom,592,1,235.88,5,2,1,2.6666666666666665,1,114,18.14,0,1,2,Hibernating
16026,United Kingdom,43,1,236.09,2,1,1,1.3333333333333333,1,243,7.38,0,0,0,Loyal Regulars
13088,United Kingdom,417,1,236.11,5,1,1,2.3333333333333335,1,76,11.81,0,1,2,Hibernating
13608,United Kingdom,540,1,236.2,5,2,1,2.6666666666666665,1,113,6.56,0,1,2,Hibernating
12732,France,179,1,236.26,3,1,1,1.6666666666666667,1,111,19.69,0,1,0,Loyal Regulars
16740,United Kingdom,395,1,236.81,4,1,1,2.0,1,116,7.18,0,1,2,Hibernating
15457,United Kingdom,262,1,237.07,4,1,1,2.0,1,132,4.09,0,1,2,Hibernating
14586,United Kingdom,276,1,237.36,4,1,1,2.0,1,444,12.49,0,1,2,Hibernating
14458,United Kingdom,380,1,237.42,4,1,1,2.0,1,328,4.85,0,1,2,Hibernating
17877,United Kingdom,170,1,237.61,3,1,1,1.6666666666666667,1,98,19.8,0,1,0,Loyal Regulars
14982,United Kingdom,572,1,237.78,5,2,1,2.6666666666666665,1,125,6.1,0,1,2,Hibernating
16280,United Kingdom,725,1,238.05,5,2,1,2.6666666666666665,1,101,14.88,0,1,2,Hibernating
12718,France,71,1,238.25,3,1,1,1.6666666666666667,1,203,12.54,0,0,0,Loyal Regulars
12561,Germany,302,1,238.85,4,1,1,2.0,1,177,14.93,0,1,2,Hibernating
17981,United Kingdom,410,1,239.12,4,1,1,2.0,1,260,14.07,0,1,2,Hibernating
12663,Germany,624,2,239.4,5,2,1,2.6666666666666665,2,181,23.94,44,1,2,Hibernating
17684,United Kingdom,43,1,239.41,2,1,1,1.3333333333333333,1,145,15.96,0,0,0,Loyal Regulars
13789,United Kingdom,388,1,239.46,4,1,1,2.0,1,258,13.3,0,1,2,Hibernating
13570,United Kingdom,243,1,239.49,4,1,1,2.0,1,161,8.87,0,1,0,Loyal Regulars
17055,United Kingdom,445,1,239.55,5,1,1,2.3333333333333335,1,87,7.99,0,1,2,Hibernating
15690,United Kingdom,4,2,239.76,1,3,1,1.6666666666666667,2,408,12.62,96,0,0,Loyal Regulars
15931,United Kingdom,428,1,239.9,5,1,1,2.3333333333333335,1,118,17.14,0,1,2,Hibernating
15336,United Kingdom,401,1,240.5,4,1,1,2.0,1,84,16.03,0,1,2,Hibernating
15286,United Kingdom,49,1,240.55,2,1,1,1.3333333333333333,1,55,80.18,0,0,0,Loyal Regulars
13674,United Kingdom,432,1,240.68,5,1,1,2.3333333333333335,1,102,17.19,0,1,2,Hibernating
16427,United Kingdom,263,2,241.06,4,2,1,2.3333333333333335,2,156,26.78,21,1,2,Hibernating
14523,United Kingdom,108,1,241.09,3,1,1,1.6666666666666667,1,251,20.09,0,1,0,Loyal Regulars
12413,Spain,402,1,241.35,4,1,1,2.0,3,286,19.95,271,1,2,Hibernating
12413,Spain,402,1,241.35,4,1,1,2.0,1,33,18.57,0,1,2,Hibernating
14774,United Kingdom,528,1,241.45,5,2,1,2.6666666666666665,1,99,18.57,0,1,2,Hibernating
15776,United Kingdom,133,1,241.62,3,1,1,1.6666666666666667,1,138,13.42,0,1,0,Loyal Regulars
13275,United Kingdom,383,2,241.66,4,2,1,2.3333333333333335,2,140,4.83,249,1,2,Hibernating
13582,United Kingdom,389,2,241.68,4,2,1,2.3333333333333335,2,106,21.97,228,1,2,Hibernating
13445,United Kingdom,626,1,241.9,5,2,1,2.6666666666666665,1,198,34.56,0,1,2,Hibernating
17009,United Kingdom,551,1,242.06,5,2,1,2.6666666666666665,1,336,22.01,0,1,2,Hibernating
17915,United Kingdom,551,1,242.13,5,2,1,2.6666666666666665,1,191,6.92,0,1,2,Hibernating
16215,United Kingdom,80,1,242.35,3,1,1,1.6666666666666667,1,104,17.31,0,0,0,Loyal Regulars
15543,United Kingdom,288,2,242.84,4,2,1,2.3333333333333335,2,169,4.19,171,1,2,Hibernating
13886,United Kingdom,71,1,243.56,3,1,1,1.6666666666666667,1,126,15.22,0,0,0,Loyal Regulars
16793,United Kingdom,57,1,243.84,2,1,1,1.3333333333333333,1,146,15.24,0,0,0,Loyal Regulars
13676,United Kingdom,539,2,243.9,5,2,1,2.6666666666666665,2,104,18.76,80,1,2,Hibernating
17892,United Kingdom,56,3,244.1,2,3,1,2.0,3,109,8.72,99,0,0,Loyal Regulars
13551,United Kingdom,319,2,244.2,4,2,1,2.3333333333333335,2,36,48.84,347,1,2,Hibernating
14694,United Kingdom,617,1,244.31,5,2,1,2.6666666666666665,1,193,16.29,0,1,2,Hibernating
16528,United Kingdom,3,1,244.41,1,1,1,1.0,1,171,14.38,0,0,0,Loyal Regulars
15118,United Kingdom,134,1,244.8,3,1,1,1.6666666666666667,1,1440,244.8,0,1,0,Loyal Regulars
12660,France,11,1,245.1,1,1,1,1.0,1,127,18.85,0,0,0,Loyal Regulars
14281,United Kingdom,408,1,245.15,4,1,1,2.0,1,45,35.02,0,1,2,Hibernating
14325,United Kingdom,569,1,245.48,5,2,1,2.6666666666666665,1,320,13.64,0,1,2,Hibernating
16778,United Kingdom,74,2,245.94,3,2,1,2.0,2,194,15.37,200,0,0,Loyal Regulars
18153,United Kingdom,659,1,246.22,5,2,1,2.6666666666666665,1,200,14.48,0,1,2,Hibernating
15783,United Kingdom,10,1,246.3,1,1,1,1.0,1,212,17.59,0,0,0,Loyal Regulars
15495,United Kingdom,379,1,246.5,4,1,1,2.0,1,194,12.32,0,1,2,Hibernating
15378,United Kingdom,462,2,246.5,5,2,1,2.6666666666666665,2,130,20.54,39,1,2,Hibernating
13943,United Kingdom,577,1,246.54,5,2,1,2.6666666666666665,1,94,16.44,0,1,2,Hibernating
15697,United Kingdom,689,1,246.75,5,2,1,2.6666666666666665,1,127,17.63,0,1,2,Hibernating
14654,United Kingdom,738,1,246.86,5,2,1,2.6666666666666665,1,273,9.14,0,1,2,Hibernating
14658,United Kingdom,5,2,247.15,1,3,1,1.6666666666666667,2,47,8.52,112,0,0,Loyal Regulars
13349,United Kingdom,10,1,247.32,1,1,1,1.0,1,225,15.46,0,0,0,Loyal Regulars
18072,United Kingdom,185,1,247.44,3,1,1,1.6666666666666667,1,288,13.75,0,1,0,Loyal Regulars
15293,United Kingdom,665,1,247.5,5,2,1,2.6666666666666665,1,178,13.03,0,1,2,Hibernating
13592,United Kingdom,35,4,247.96,2,4,1,2.3333333333333335,4,84,15.5,229,0,0,Loyal Regulars
13061,United Kingdom,72,1,248.61,3,1,1,1.6666666666666667,1,107,24.86,0,0,0,Loyal Regulars
16508,United Kingdom,630,1,248.8,5,2,1,2.6666666666666665,1,106,5.53,0,1,2,Hibernating
12563,Italy,408,1,249.24,4,1,1,2.0,1,113,19.17,0,1,2,Hibernating
13747,United Kingdom,373,2,249.4,4,2,1,2.3333333333333335,2,68,41.57,51,1,2,Hibernating
15884,United Kingdom,432,2,249.7,5,2,1,2.6666666666666665,2,158,16.65,304,1,2,Hibernating
18005,United Kingdom,3,2,249.72,1,3,1,1.6666666666666667,2,93,4.16,44,0,0,Loyal Regulars
18002,United Kingdom,375,4,249.92,4,3,1,2.6666666666666665,4,72,4.63,356,1,2,Hibernating
15510,United Kingdom,330,1,250.0,4,1,1,2.0,1,2,250.0,0,1,2,Hibernating
17303,United Kingdom,361,1,250.04,4,1,1,2.0,1,144,4.72,0,1,2,Hibernating
15231,United Kingdom,621,1,250.26,5,2,1,2.6666666666666665,1,190,17.88,0,1,2,Hibernating
16962,United Kingdom,409,1,251.04,4,1,1,2.0,1,158,16.74,0,1,2,Hibernating
18266,United Kingdom,434,1,251.1,5,1,1,2.3333333333333335,1,138,17.94,0,1,2,Hibernating
14501,United Kingdom,183,2,251.21,3,2,1,2.0,2,161,25.12,136,1,0,Loyal Regulars
16976,United Kingdom,267,1,251.52,4,1,1,2.0,1,88,125.76,0,1,2,Hibernating
16453,United Kingdom,530,2,251.71,5,2,1,2.6666666666666665,2,139,16.78,18,1,2,Hibernating
13645,United Kingdom,120,1,252.1,3,1,1,1.6666666666666667,1,158,50.42,0,1,0,Loyal Regulars
13404,United Kingdom,1,2,252.49,1,3,1,1.6666666666666667,2,111,22.95,211,0,0,Loyal Regulars
15552,United Kingdom,217,2,252.52,4,2,1,2.3333333333333335,2,166,8.42,406,1,0,Loyal Regulars
16908,United Kingdom,722,1,252.59,5,2,1,2.6666666666666665,1,61,12.63,0,1,2,Hibernating
13251,United Kingdom,402,1,252.68,4,1,1,2.0,1,215,10.11,0,1,2,Hibernating
15035,United Kingdom,89,1,252.73,3,1,1,1.6666666666666667,1,245,9.36,0,0,0,Loyal Regulars
17210,United Kingdom,392,1,253.37,4,1,1,2.0,1,243,4.69,0,1,2,Hibernating
16845,United Kingdom,618,1,253.88,5,2,1,2.6666666666666665,1,167,12.69,0,1,2,Hibernating
17626,United Kingdom,602,1,254.0,5,2,1,2.6666666666666665,1,202,14.11,0,1,2,Hibernating
14765,United Kingdom,29,3,254.11,2,3,1,2.0,3,135,6.52,147,0,0,Loyal Regulars
17992,United Kingdom,389,1,254.13,4,1,1,2.0,1,131,4.79,0,1,2,Hibernating
15923,United Kingdom,372,1,254.16,4,1,1,2.0,1,244,6.05,0,1,2,Hibernating
12604,France,79,2,254.18,3,2,1,2.0,2,201,15.89,182,0,0,Loyal Regulars
12746,United Kingdom,540,1,254.55,5,2,1,2.6666666666666665,1,97,14.97,0,1,2,Hibernating
16911,United Kingdom,635,2,255.25,5,2,1,2.6666666666666665,2,161,7.29,26,1,2,Hibernating
14881,United Kingdom,19,1,255.4,2,1,1,1.3333333333333333,1,316,15.02,0,0,0,Loyal Regulars
13825,United Kingdom,621,2,255.59,5,2,1,2.6666666666666665,2,182,6.39,109,1,2,Hibernating
13250,United Kingdom,460,2,256.04,5,2,1,2.6666666666666665,2,108,12.8,42,1,2,Hibernating
17896,United Kingdom,23,1,256.32,2,1,1,1.3333333333333333,1,288,128.16,0,0,0,Loyal Regulars
13806,United Kingdom,63,1,256.38,3,1,1,1.6666666666666667,1,56,25.64,0,0,0,Loyal Regulars
12430,Norway,43,1,256.4,2,1,1,1.3333333333333333,1,117,23.31,0,0,0,Loyal Regulars
14274,United Kingdom,686,1,256.6,5,2,1,2.6666666666666665,1,178,17.11,0,1,2,Hibernating
14876,United Kingdom,521,2,256.7,5,2,1,2.6666666666666665,2,162,19.75,40,1,2,Hibernating
14166,United Kingdom,505,2,256.85,5,2,1,2.6666666666666665,2,84,4.85,121,1,2,Hibernating
15404,United Kingdom,375,1,257.06,4,1,1,2.0,1,334,16.07,0,1,2,Hibernating
14483,United Kingdom,281,2,257.1,4,2,1,2.3333333333333335,2,193,19.78,455,1,2,Hibernating
15852,United Kingdom,186,3,257.26,3,3,1,2.3333333333333335,3,60,7.8,340,1,0,Loyal Regulars
16542,United Kingdom,53,2,257.32,2,2,1,1.6666666666666667,2,142,18.38,348,0,0,Loyal Regulars
13227,United Kingdom,201,1,257.7,4,1,1,2.0,1,99,28.63,0,1,0,Loyal Regulars
13683,United Kingdom,457,1,258.6,5,1,1,2.3333333333333335,1,180,25.86,0,1,2,Hibernating
16381,United Kingdom,395,2,258.7,4,2,1,2.3333333333333335,2,112,3.98,23,1,2,Hibernating
15536,United Kingdom,409,1,259.09,4,1,1,2.0,1,242,16.19,0,1,2,Hibernating
17219,United Kingdom,31,2,259.13,2,3,1,2.0,2,188,5.18,385,0,0,Loyal Regulars
17558,United Kingdom,393,1,259.17,4,1,1,2.0,1,54,9.26,0,1,2,Hibernating
13127,United Kingdom,77,1,259.17,3,1,1,1.6666666666666667,1,127,17.28,0,0,0,Loyal Regulars
17125,United Kingdom,50,1,259.35,2,1,1,1.3333333333333333,1,291,6.48,0,0,0,Loyal Regulars
16733,United Kingdom,529,1,259.68,5,2,1,2.6666666666666665,1,112,21.64,0,1,2,Hibernating
17022,United Kingdom,31,2,260.0,2,3,1,2.0,2,180,16.25,401,0,0,Loyal Regulars
17901,United Kingdom,29,3,260.08,2,3,1,2.0,3,38,11.82,492,0,0,Loyal Regulars
15014,United Kingdom,43,2,260.17,2,2,1,1.6666666666666667,2,151,7.43,133,0,0,Loyal Regulars
13189,United Kingdom,18,2,260.68,1,3,1,1.6666666666666667,2,842,8.99,97,0,0,Loyal Regulars
17385,United Kingdom,14,1,261.11,1,1,1,1.0,1,201,5.56,0,0,0,Loyal Regulars
12655,France,423,1,261.35,5,1,1,2.3333333333333335,1,80,16.33,0,1,2,Hibernating
17910,United Kingdom,726,1,261.7,5,2,1,2.6666666666666665,1,121,10.07,0,1,2,Hibernating
13331,United Kingdom,401,1,262.4,4,1,1,2.0,1,54,21.87,0,1,2,Hibernating
14526,United Kingdom,389,1,262.4,4,1,1,2.0,1,179,6.25,0,1,2,Hibernating
17808,United Kingdom,548,4,262.64,5,3,1,3.0,4,143,7.96,33,1,2,Hibernating
12892,United Kingdom,396,1,263.38,4,1,1,2.0,1,140,14.63,0,1,2,Hibernating
13128,United Kingdom,631,1,263.5,5,2,1,2.6666666666666665,1,31,263.5,0,1,2,Hibernating
13973,United Kingdom,287,1,264.7,4,1,1,2.0,1,109,24.06,0,1,2,Hibernating
16074,United Kingdom,390,1,265.25,4,1,1,2.0,1,39,10.2,0,1,2,Hibernating
15019,United Kingdom,266,1,266.0,4,1,1,2.0,1,159,3.8,0,1,2,Hibernating
12962,United Kingdom,7,2,266.39,1,3,1,1.6666666666666667,2,129,16.65,106,0,0,Loyal Regulars
14392,United Kingdom,432,1,266.4,5,1,1,2.3333333333333335,1,114,19.03,0,1,2,Hibernating
15119,United Kingdom,245,1,266.4,4,1,1,2.0,1,88,19.03,0,1,0,Loyal Regulars
16502,United Kingdom,620,2,266.5,5,2,1,2.6666666666666665,2,251,6.2,0,1,2,Hibernating
14863,United Kingdom,29,1,266.76,2,1,1,1.3333333333333333,1,132,24.25,0,0,0,Loyal Regulars
15423,United Kingdom,38,3,266.89,2,3,1,2.0,3,198,19.06,583,0,0,Loyal Regulars
15517,United Kingdom,233,1,267.03,4,1,1,2.0,1,293,9.89,0,1,0,Loyal Regulars
15320,United Kingdom,44,1,267.13,2,1,1,1.3333333333333333,1,326,7.42,0,0,0,Loyal Regulars
15503,United Kingdom,362,2,267.15,4,2,1,2.3333333333333335,2,136,2.17,364,1,2,Hibernating
15408,United Kingdom,264,1,267.18,4,1,1,2.0,1,106,7.86,0,1,2,Hibernating
14039,United Kingdom,33,2,267.28,2,3,1,2.0,2,192,26.73,542,0,0,Loyal Regulars
18254,United Kingdom,581,1,267.9,5,2,1,2.6666666666666665,1,188,16.74,0,1,2,Hibernating
12751,Brazil,444,1,268.27,5,1,1,2.3333333333333335,1,189,4.33,0,1,2,Hibernating
18267,United Kingdom,672,1,269.37,5,2,1,2.6666666666666665,1,135,15.85,0,1,2,Hibernating
12558,USA,7,1,269.96,1,1,1,1.0,1,196,24.54,0,0,0,Loyal Regulars
16757,United Kingdom,318,2,270.48,4,2,1,2.3333333333333335,2,180,18.03,91,1,2,Hibernating
14520,United Kingdom,1,2,270.6,1,3,1,1.6666666666666667,2,146,67.65,289,0,0,Loyal Regulars
13533,United Kingdom,182,3,270.79,3,3,1,2.3333333333333335,3,204,3.56,85,1,0,Loyal Regulars
18238,United Kingdom,515,1,270.92,5,1,1,2.3333333333333335,1,114,19.35,0,1,2,Hibernating
17278,United Kingdom,241,2,271.24,4,2,1,2.3333333333333335,2,195,15.96,324,1,0,Loyal Regulars
13837,United Kingdom,211,2,271.24,4,2,1,2.3333333333333335,2,183,14.28,106,1,0,Loyal Regulars
15943,United Kingdom,649,2,271.29,5,2,1,2.6666666666666665,2,183,22.61,28,1,2,Hibernating
13058,United Kingdom,24,3,271.4,2,3,1,2.0,3,52,33.93,127,0,0,Loyal Regulars
16089,United Kingdom,386,2,271.44,4,2,1,2.3333333333333335,2,122,5.43,123,1,2,Hibernating
14436,United Kingdom,98,2,271.7,3,2,1,2.0,2,297,24.7,455,1,0,Loyal Regulars
17292,United Kingdom,472,2,271.75,5,2,1,2.6666666666666665,2,131,18.12,107,1,2,Hibernating
14816,United Kingdom,197,1,271.85,4,1,1,2.0,1,5,67.96,0,1,0,Loyal Regulars
13917,United Kingdom,49,2,272.04,2,2,1,1.6666666666666667,2,228,15.11,142,0,0,Loyal Regulars
17498,United Kingdom,75,1,272.22,3,1,1,1.6666666666666667,1,394,16.01,0,0,0,Loyal Regulars
15964,United Kingdom,663,1,272.96,5,2,1,2.6666666666666665,1,94,13.0,0,1,2,Hibernating
13861,United Kingdom,429,2,273.26,5,2,1,2.6666666666666665,2,225,13.01,101,1,2,Hibernating
13307,United Kingdom,120,3,273.34,3,3,1,2.3333333333333335,3,140,18.22,472,1,0,Loyal Regulars
12789,Netherlands,65,3,273.35,3,3,1,2.3333333333333335,3,36,34.17,628,0,0,Loyal Regulars
16313,United Kingdom,3,2,274.15,1,3,1,1.6666666666666667,2,165,17.13,46,0,0,Loyal Regulars
13399,United Kingdom,464,3,275.4,5,3,1,3.0,3,120,18.36,55,1,2,Hibernating
12750,Poland,128,1,275.88,3,1,1,1.6666666666666667,1,137,18.39,0,1,0,Loyal Regulars
13272,United Kingdom,31,2,276.56,2,3,1,2.0,2,96,18.44,58,0,0,Loyal Regulars
15355,United Kingdom,29,2,277.05,2,3,1,2.0,2,45,19.79,24,0,0,Loyal Regulars
16334,United Kingdom,492,1,277.48,5,1,1,2.3333333333333335,1,211,4.78,0,1,2,Hibernating
14303,United Kingdom,407,2,277.94,4,2,1,2.3333333333333335,2,218,12.63,27,1,2,Hibernating
14764,United Kingdom,46,1,278.3,2,1,1,1.3333333333333333,1,190,46.38,0,0,0,Loyal Regulars
17786,United Kingdom,85,2,278.74,3,2,1,2.0,2,200,3.87,232,0,0,Loyal Regulars
17264,United Kingdom,424,1,279.59,5,1,1,2.3333333333333335,1,227,3.33,0,1,2,Hibernating
15556,United Kingdom,24,1,279.77,2,1,1,1.3333333333333333,1,236,9.02,0,0,0,Loyal Regulars
13581,United Kingdom,309,2,280.53,4,2,1,2.3333333333333335,2,119,8.5,105,1,2,Hibernating
13606,United Kingdom,29,3,280.54,2,3,1,2.0,3,279,6.52,282,0,0,Loyal Regulars
14242,United Kingdom,234,2,280.55,4,2,1,2.3333333333333335,2,123,17.53,91,1,0,Loyal Regulars
13080,United Kingdom,179,4,280.73,3,3,1,2.3333333333333335,4,193,14.78,430,1,0,Loyal Regulars
15772,United Kingdom,418,1,280.88,5,1,1,2.3333333333333335,1,110,17.56,0,1,2,Hibernating
18042,United Kingdom,53,2,281.15,2,2,1,1.6666666666666667,2,69,17.57,488,0,0,Loyal Regulars
